2018-04-07T15:13:43.613356	program	begin
2018-04-07T15:13:43.615950	searching_picts	begin
2018-04-07T15:13:45.549056	searching_picts	end
2018-04-07T15:13:45.549209	model_loading	begin
2018-04-07T15:20:11.521865	model_loading	end
2018-04-07T15:20:11.522170	model_adapt	begin
2018-04-07T15:21:14.054458	model_adapt	end
2018-04-07T15:21:14.054580	bottlenecks_create_load	begin
2018-04-07T15:21:14.055526	create_bottleneck_file	begin
2018-04-07T15:21:24.136397	create_bottleneck_file	end
2018-04-07T15:21:24.142043	create_bottleneck_file	begin
2018-04-07T15:21:26.439345	create_bottleneck_file	end
2018-04-07T15:21:26.444960	create_bottleneck_file	begin
2018-04-07T15:21:28.736495	create_bottleneck_file	end
2018-04-07T15:21:28.742171	create_bottleneck_file	begin
2018-04-07T15:21:31.063826	create_bottleneck_file	end
2018-04-07T15:21:31.069442	create_bottleneck_file	begin
2018-04-07T15:21:33.397445	create_bottleneck_file	end
2018-04-07T15:21:33.403060	create_bottleneck_file	begin
2018-04-07T15:21:35.718459	create_bottleneck_file	end
2018-04-07T15:21:35.724410	create_bottleneck_file	begin
2018-04-07T15:21:39.304793	create_bottleneck_file	end
2018-04-07T15:21:39.310256	create_bottleneck_file	begin
2018-04-07T15:21:43.155471	create_bottleneck_file	end
2018-04-07T15:21:43.161086	create_bottleneck_file	begin
2018-04-07T15:21:48.625350	create_bottleneck_file	end
2018-04-07T15:21:48.635268	create_bottleneck_file	begin
2018-04-07T15:21:52.628737	create_bottleneck_file	end
2018-04-07T15:21:52.640151	create_bottleneck_file	begin
2018-04-07T15:21:56.529677	create_bottleneck_file	end
2018-04-07T15:21:56.540542	create_bottleneck_file	begin
2018-04-07T15:22:00.566054	create_bottleneck_file	end
2018-04-07T15:22:00.576064	create_bottleneck_file	begin
2018-04-07T15:22:04.612990	create_bottleneck_file	end
2018-04-07T15:22:04.623580	create_bottleneck_file	begin
2018-04-07T15:22:08.591414	create_bottleneck_file	end
2018-04-07T15:22:08.601668	create_bottleneck_file	begin
2018-04-07T15:22:12.771224	create_bottleneck_file	end
2018-04-07T15:22:12.781997	create_bottleneck_file	begin
2018-04-07T15:22:16.838942	create_bottleneck_file	end
2018-04-07T15:22:16.849501	create_bottleneck_file	begin
2018-04-07T15:22:20.937880	create_bottleneck_file	end
2018-04-07T15:22:20.947951	create_bottleneck_file	begin
2018-04-07T15:22:24.999099	create_bottleneck_file	end
2018-04-07T15:22:25.009536	create_bottleneck_file	begin
2018-04-07T15:22:28.441024	create_bottleneck_file	end
2018-04-07T15:22:28.449477	create_bottleneck_file	begin
2018-04-07T15:22:31.712386	create_bottleneck_file	end
2018-04-07T15:22:31.720839	create_bottleneck_file	begin
2018-04-07T15:22:35.082412	create_bottleneck_file	end
2018-04-07T15:22:35.090834	create_bottleneck_file	begin
2018-04-07T15:22:38.447707	create_bottleneck_file	end
2018-04-07T15:22:38.455977	create_bottleneck_file	begin
2018-04-07T15:22:41.693923	create_bottleneck_file	end
2018-04-07T15:22:41.702437	create_bottleneck_file	begin
2018-04-07T15:22:45.044265	create_bottleneck_file	end
2018-04-07T15:22:45.052688	create_bottleneck_file	begin
2018-04-07T15:22:48.425246	create_bottleneck_file	end
