2018-04-08T20:08:35.878256	program	begin
2018-04-08T20:08:35.879680	searching_picts	begin
2018-04-08T20:08:36.399765	searching_picts	end
2018-04-08T20:08:36.399826	model_loading	begin
2018-04-08T20:09:42.808200	model_loading	end
2018-04-08T20:09:42.808293	model_adapt	begin
2018-04-08T20:09:59.591716	model_adapt	end
2018-04-08T20:09:59.591788	bottlenecks_create_load	begin
2018-04-08T20:09:59.592071	create_bottleneck_file	begin
2018-04-08T20:10:02.456278	create_bottleneck_file	end
2018-04-08T20:10:02.459350	create_bottleneck_file	begin
2018-04-08T20:10:02.936922	create_bottleneck_file	end
2018-04-08T20:10:02.940563	create_bottleneck_file	begin
2018-04-08T20:10:03.436286	create_bottleneck_file	end
2018-04-08T20:10:03.439533	create_bottleneck_file	begin
2018-04-08T20:10:03.933060	create_bottleneck_file	end
2018-04-08T20:10:03.936543	create_bottleneck_file	begin
2018-04-08T20:10:04.423271	create_bottleneck_file	end
2018-04-08T20:10:04.426849	create_bottleneck_file	begin
2018-04-08T20:10:04.947872	create_bottleneck_file	end
2018-04-08T20:10:04.955631	create_bottleneck_file	begin
2018-04-08T20:10:05.468102	create_bottleneck_file	end
2018-04-08T20:10:05.471606	create_bottleneck_file	begin
2018-04-08T20:10:05.966099	create_bottleneck_file	end
2018-04-08T20:10:05.970034	create_bottleneck_file	begin
2018-04-08T20:10:06.466727	create_bottleneck_file	end
2018-04-08T20:10:06.470121	create_bottleneck_file	begin
2018-04-08T20:10:06.947175	create_bottleneck_file	end
2018-04-08T20:10:06.950250	create_bottleneck_file	begin
2018-04-08T20:10:07.452551	create_bottleneck_file	end
2018-04-08T20:10:07.456057	create_bottleneck_file	begin
2018-04-08T20:10:07.967122	create_bottleneck_file	end
2018-04-08T20:10:07.970738	create_bottleneck_file	begin
2018-04-08T20:10:08.479592	create_bottleneck_file	end
2018-04-08T20:10:08.483153	create_bottleneck_file	begin
2018-04-08T20:10:09.006617	create_bottleneck_file	end
2018-04-08T20:10:09.010497	create_bottleneck_file	begin
2018-04-08T20:10:09.502393	create_bottleneck_file	end
2018-04-08T20:10:09.506474	create_bottleneck_file	begin
2018-04-08T20:10:10.008666	create_bottleneck_file	end
2018-04-08T20:10:10.012167	create_bottleneck_file	begin
2018-04-08T20:10:10.501319	create_bottleneck_file	end
2018-04-08T20:10:10.504908	create_bottleneck_file	begin
2018-04-08T20:10:11.024031	create_bottleneck_file	end
2018-04-08T20:10:11.027470	create_bottleneck_file	begin
2018-04-08T20:10:11.554972	create_bottleneck_file	end
2018-04-08T20:10:11.559948	create_bottleneck_file	begin
2018-04-08T20:10:12.092363	create_bottleneck_file	end
2018-04-08T20:10:12.095907	create_bottleneck_file	begin
2018-04-08T20:10:12.626862	create_bottleneck_file	end
2018-04-08T20:10:12.630312	create_bottleneck_file	begin
2018-04-08T20:10:13.154082	create_bottleneck_file	end
2018-04-08T20:10:13.157580	create_bottleneck_file	begin
2018-04-08T20:10:13.650240	create_bottleneck_file	end
2018-04-08T20:10:13.654960	create_bottleneck_file	begin
2018-04-08T20:10:14.194086	create_bottleneck_file	end
2018-04-08T20:10:14.197333	create_bottleneck_file	begin
2018-04-08T20:10:14.758727	create_bottleneck_file	end
2018-04-08T20:10:14.763389	create_bottleneck_file	begin
2018-04-08T20:10:15.306125	create_bottleneck_file	end
2018-04-08T20:10:15.309768	create_bottleneck_file	begin
2018-04-08T20:10:15.852829	create_bottleneck_file	end
2018-04-08T20:10:15.856210	create_bottleneck_file	begin
2018-04-08T20:10:16.355390	create_bottleneck_file	end
2018-04-08T20:10:16.358844	create_bottleneck_file	begin
2018-04-08T20:10:16.878143	create_bottleneck_file	end
2018-04-08T20:10:16.881805	create_bottleneck_file	begin
2018-04-08T20:10:17.371460	create_bottleneck_file	end
2018-04-08T20:10:17.374824	create_bottleneck_file	begin
2018-04-08T20:10:17.882739	create_bottleneck_file	end
2018-04-08T20:10:17.886167	create_bottleneck_file	begin
2018-04-08T20:10:18.389756	create_bottleneck_file	end
2018-04-08T20:10:18.393276	create_bottleneck_file	begin
2018-04-08T20:10:18.898604	create_bottleneck_file	end
2018-04-08T20:10:18.902040	create_bottleneck_file	begin
2018-04-08T20:10:19.419099	create_bottleneck_file	end
2018-04-08T20:10:19.422967	create_bottleneck_file	begin
2018-04-08T20:10:19.953571	create_bottleneck_file	end
2018-04-08T20:10:19.957379	create_bottleneck_file	begin
2018-04-08T20:10:20.509242	create_bottleneck_file	end
2018-04-08T20:10:20.513404	create_bottleneck_file	begin
2018-04-08T20:10:21.031433	create_bottleneck_file	end
2018-04-08T20:10:21.035570	create_bottleneck_file	begin
2018-04-08T20:10:21.538090	create_bottleneck_file	end
2018-04-08T20:10:21.541867	create_bottleneck_file	begin
2018-04-08T20:10:22.046089	create_bottleneck_file	end
2018-04-08T20:10:22.049887	create_bottleneck_file	begin
2018-04-08T20:10:22.559573	create_bottleneck_file	end
2018-04-08T20:10:22.563093	create_bottleneck_file	begin
2018-04-08T20:10:23.101388	create_bottleneck_file	end
2018-04-08T20:10:23.104850	create_bottleneck_file	begin
2018-04-08T20:10:23.613396	create_bottleneck_file	end
2018-04-08T20:10:23.616903	create_bottleneck_file	begin
2018-04-08T20:10:24.122026	create_bottleneck_file	end
2018-04-08T20:10:24.125613	create_bottleneck_file	begin
2018-04-08T20:10:24.633915	create_bottleneck_file	end
2018-04-08T20:10:24.636967	create_bottleneck_file	begin
2018-04-08T20:10:25.128338	create_bottleneck_file	end
2018-04-08T20:10:25.133151	create_bottleneck_file	begin
2018-04-08T20:10:25.670243	create_bottleneck_file	end
2018-04-08T20:10:25.673746	create_bottleneck_file	begin
2018-04-08T20:10:26.175290	create_bottleneck_file	end
2018-04-08T20:10:26.178783	create_bottleneck_file	begin
2018-04-08T20:10:26.710921	create_bottleneck_file	end
2018-04-08T20:10:26.714830	create_bottleneck_file	begin
2018-04-08T20:10:27.238111	create_bottleneck_file	end
2018-04-08T20:10:27.241712	create_bottleneck_file	begin
2018-04-08T20:10:27.740602	create_bottleneck_file	end
2018-04-08T20:10:27.743870	create_bottleneck_file	begin
2018-04-08T20:10:28.267271	create_bottleneck_file	end
2018-04-08T20:10:28.271330	create_bottleneck_file	begin
2018-04-08T20:10:28.794040	create_bottleneck_file	end
2018-04-08T20:10:28.797520	create_bottleneck_file	begin
2018-04-08T20:10:29.310878	create_bottleneck_file	end
2018-04-08T20:10:29.314356	create_bottleneck_file	begin
2018-04-08T20:10:29.840180	create_bottleneck_file	end
2018-04-08T20:10:29.843748	create_bottleneck_file	begin
2018-04-08T20:10:30.359619	create_bottleneck_file	end
2018-04-08T20:10:30.366053	create_bottleneck_file	begin
2018-04-08T20:10:30.901956	create_bottleneck_file	end
2018-04-08T20:10:30.905242	create_bottleneck_file	begin
2018-04-08T20:10:31.438600	create_bottleneck_file	end
2018-04-08T20:10:31.442066	create_bottleneck_file	begin
2018-04-08T20:10:31.949431	create_bottleneck_file	end
2018-04-08T20:10:31.952960	create_bottleneck_file	begin
2018-04-08T20:10:32.500892	create_bottleneck_file	end
2018-04-08T20:10:32.504266	create_bottleneck_file	begin
2018-04-08T20:10:33.026946	create_bottleneck_file	end
2018-04-08T20:10:33.030557	create_bottleneck_file	begin
2018-04-08T20:10:33.553544	create_bottleneck_file	end
